gtopt_id_structure	mane_id_structure	tm_score_selected	tmalign_status	pair_status	return_code	pair_index	gtopt_key	mane_key	tmalign_status_key	pair_status_key	valid_tmalign_status	valid_pair_status	valid_return_code	domain_category	length_group	sequence_change_category	structure_changed	structure_status
GTOPT000742808	ENST00000588872.3	0.68263	ok	READY	0	592	GTOPT000742808	ENST00000588872	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000742952	ENST00000308677.9	0.83453	ok	READY	0	593	GTOPT000742952	ENST00000308677	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000744797	ENST00000455140.7	0.44004	ok	READY	0	596	GTOPT000744797	ENST00000455140	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000744846	ENST00000455140.7	0.12649	ok	READY	0	597	GTOPT000744846	ENST00000455140	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000745638	ENST00000252590.9	0.70197	ok	READY	0	598	GTOPT000745638	ENST00000252590	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000747068	ENST00000162044.14	0.94676	ok	READY	0	599	GTOPT000747068	ENST00000162044	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000749833	ENST00000498907.3	0.41746	ok	READY	0	600	GTOPT000749833	ENST00000498907	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000754004	ENST00000221859.9	0.77413	ok	READY	0	601	GTOPT000754004	ENST00000221859	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000755214	ENST00000221418.9	0.73083	ok	READY	0	602	GTOPT000755214	ENST00000221418	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000755719	ENST00000292852.9	0.72102	ok	READY	0	603	GTOPT000755719	ENST00000292852	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000757337	ENST00000221930.6	0.6063	ok	READY	0	604	GTOPT000757337	ENST00000221930	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000757996	ENST00000648268.1	0.96508	ok	READY	0	605	GTOPT000757996	ENST00000648268	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000758213	ENST00000222330.8	0.19805	ok	READY	0	606	GTOPT000758213	ENST00000222330	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000758622	ENST00000244336.10	0.86366	ok	READY	0	607	GTOPT000758622	ENST00000244336	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000760385	ENST00000221476.4	0.95476	ok	READY	0	608	GTOPT000760385	ENST00000221476	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000762385	ENST00000263280.11	0.45625	ok	READY	0	609	GTOPT000762385	ENST00000263280	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000762470	ENST00000542575.6	0.8207	ok	READY	0	610	GTOPT000762470	ENST00000542575	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000766307	ENST00000301420.3	0.69518	ok	READY	0	611	GTOPT000766307	ENST00000301420	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000769002	ENST00000391759.6	0.641	ok	READY	0	612	GTOPT000769002	ENST00000391759	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000770835	ENST00000588981.6	0.37212	ok	READY	0	613	GTOPT000770835	ENST00000588981	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000774358	ENST00000281419.8	0.12565	ok	READY	0	614	GTOPT000774358	ENST00000281419	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000775111	ENST00000295083.8	0.74053	ok	READY	0	615	GTOPT000775111	ENST00000295083	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000777825	ENST00000317799.10	0.8354	ok	READY	0	616	GTOPT000777825	ENST00000317799	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000783736	ENST00000318522.10	0.09015	ok	READY	0	617	GTOPT000783736	ENST00000318522	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000783766	ENST00000318522.10	0.47008	ok	READY	0	618	GTOPT000783766	ENST00000318522	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000783951	ENST00000405094.2	0.45903	ok	READY	0	619	GTOPT000783951	ENST00000405094	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000784145	ENST00000282406.9	0.09667	ok	READY	0	620	GTOPT000784145	ENST00000282406	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000785297	ENST00000319190.11	0.41938	ok	READY	0	621	GTOPT000785297	ENST00000319190	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000787962	ENST00000311832.6	0.52159	ok	READY	0	623	GTOPT000787962	ENST00000311832	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000788141	ENST00000431489.6	0.21743	ok	READY	0	624	GTOPT000788141	ENST00000431489	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000788442	ENST00000337130.10	0.92544	ok	READY	0	625	GTOPT000788442	ENST00000337130	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000788509	ENST00000337130.10	0.75906	ok	READY	0	626	GTOPT000788509	ENST00000337130	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000788562	ENST00000337130.10	0.67895	ok	READY	0	627	GTOPT000788562	ENST00000337130	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000789791	ENST00000263657.7	0.65583	ok	READY	0	628	GTOPT000789791	ENST00000263657	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000791135	ENST00000244204.11	0.56426	ok	READY	0	629	GTOPT000791135	ENST00000244204	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000791312	ENST00000264447.9	0.11723	ok	READY	0	630	GTOPT000791312	ENST00000264447	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000791553	ENST00000264447.9	0.07997	ok	READY	0	631	GTOPT000791553	ENST00000264447	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000792369	ENST00000345517.8	0.9792	ok	READY	0	634	GTOPT000792369	ENST00000345517	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000793463	ENST00000393909.7	0.84482	ok	READY	0	635	GTOPT000793463	ENST00000393909	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000793587	ENST00000272324.10	0.63446	ok	READY	0	636	GTOPT000793587	ENST00000272324	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000793608	ENST00000272324.10	0.63446	ok	READY	0	637	GTOPT000793608	ENST00000272324	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000794554	ENST00000306368.9	0.71695	ok	READY	0	638	GTOPT000794554	ENST00000306368	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000799033	ENST00000324219.9	0.28017	ok	READY	0	639	GTOPT000799033	ENST00000324219	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000801413	ENST00000544547.6	0.71889	ok	READY	0	641	GTOPT000801413	ENST00000544547	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000803977	ENST00000410059.6	0.91308	ok	READY	0	642	GTOPT000803977	ENST00000410059	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000804167	ENST00000327097.5	0.4114	ok	READY	0	643	GTOPT000804167	ENST00000327097	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000806427	ENST00000321253.7	0.54679	ok	READY	0	644	GTOPT000806427	ENST00000321253	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000809573	ENST00000288670.14	0.37192	ok	READY	0	646	GTOPT000809573	ENST00000288670	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000815546	ENST00000431877.7	0.27557	ok	READY	0	647	GTOPT000815546	ENST00000431877	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000817149	ENST00000320717.8	0.50121	ok	READY	0	648	GTOPT000817149	ENST00000320717	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000818345	ENST00000409140.8	0.44919	ok	READY	0	649	GTOPT000818345	ENST00000409140	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000818601	ENST00000374700.7	0.09909	ok	READY	0	650	GTOPT000818601	ENST00000374700	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000819499	ENST00000673742.1	0.39727	ok	READY	0	651	GTOPT000819499	ENST00000673742	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000820429	ENST00000356079.9	0.76841	ok	READY	0	652	GTOPT000820429	ENST00000356079	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000823695	ENST00000233202.11	0.41005	ok	READY	0	654	GTOPT000823695	ENST00000233202	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000824315	ENST00000359273.8	0.60079	ok	READY	0	655	GTOPT000824315	ENST00000359273	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000825646	ENST00000373960.4	0.59131	ok	READY	0	656	GTOPT000825646	ENST00000373960	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000828096	ENST00000340126.9	0.15972	ok	READY	0	657	GTOPT000828096	ENST00000340126	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000829308	ENST00000409115.8	0.27152	ok	READY	0	658	GTOPT000829308	ENST00000409115	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000831391	ENST00000264605.8	0.43794	ok	READY	0	659	GTOPT000831391	ENST00000264605	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000831550	ENST00000308482.14	0.24416	ok	READY	0	660	GTOPT000831550	ENST00000308482	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000831590	ENST00000308482.14	0.26027	ok	READY	0	661	GTOPT000831590	ENST00000308482	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000832077	ENST00000308482.14	0.24214	ok	READY	0	662	GTOPT000832077	ENST00000308482	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000833477	ENST00000307503.4	0.90517	ok	READY	0	663	GTOPT000833477	ENST00000307503	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000833710	ENST00000307503.4	0.50419	ok	READY	0	664	GTOPT000833710	ENST00000307503	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000843068	ENST00000447944.7	0.75855	ok	READY	0	666	GTOPT000843068	ENST00000447944	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000843098	ENST00000355426.8	0.4906	ok	READY	0	667	GTOPT000843098	ENST00000355426	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000847430	ENST00000519937.7	0.28643	ok	READY	0	668	GTOPT000847430	ENST00000519937	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000859189	ENST00000310015.12	0.40268	ok	READY	0	670	GTOPT000859189	ENST00000310015	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000859347	ENST00000679041.1	0.19017	ok	READY	0	671	GTOPT000859347	ENST00000679041	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000865208	ENST00000248450.9	0.7505	ok	READY	0	673	GTOPT000865208	ENST00000248450	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000870380	ENST00000428216.4	0.28836	ok	READY	0	676	GTOPT000870380	ENST00000428216	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000874865	ENST00000201979.3	0.83096	ok	READY	0	677	GTOPT000874865	ENST00000201979	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000876120	ENST00000253354.2	0.8338	ok	READY	0	678	GTOPT000876120	ENST00000253354	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000876133	ENST00000253354.2	0.80896	ok	READY	0	679	GTOPT000876133	ENST00000253354	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000876233	ENST00000253354.2	0.95925	ok	READY	0	680	GTOPT000876233	ENST00000253354	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000878052	ENST00000338074.7	0.09683	ok	READY	0	681	GTOPT000878052	ENST00000338074	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000878473	ENST00000344795.8	0.74904	ok	READY	0	682	GTOPT000878473	ENST00000344795	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000879154	ENST00000217407.3	0.8341	ok	READY	0	683	GTOPT000879154	ENST00000217407	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000879162	ENST00000217407.3	0.77591	ok	READY	0	684	GTOPT000879162	ENST00000217407	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000879173	ENST00000217407.3	0.47642	ok	READY	0	685	GTOPT000879173	ENST00000217407	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000879477	ENST00000262879.11	0.08244	ok	READY	0	686	GTOPT000879477	ENST00000262879	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000882489	ENST00000372285.8	0.86192	ok	READY	0	687	GTOPT000882489	ENST00000372285	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000883472	ENST00000303004.5	0.27978	ok	READY	0	688	GTOPT000883472	ENST00000303004	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000887879	ENST00000346249.9	0.4186	ok	READY	0	689	GTOPT000887879	ENST00000346249	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000889841	ENST00000381342.7	0.66451	ok	READY	0	690	GTOPT000889841	ENST00000381342	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000891055	ENST00000338244.6	0.44003	ok	READY	0	691	GTOPT000891055	ENST00000338244	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000892624	ENST00000377813.6	0.28388	ok	READY	0	692	GTOPT000892624	ENST00000377813	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000899129	ENST00000361475.7	0.9832	ok	READY	0	693	GTOPT000899129	ENST00000361475	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000899904	ENST00000372980.4	0.48135	ok	READY	0	694	GTOPT000899904	ENST00000372980	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000899919	ENST00000372980.4	0.33878	ok	READY	0	695	GTOPT000899919	ENST00000372980	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000901141	ENST00000372431.8	0.99476	ok	READY	0	696	GTOPT000901141	ENST00000372431	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000901696	ENST00000471951.7	0.32679	ok	READY	0	697	GTOPT000901696	ENST00000471951	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000904689	ENST00000252996.9	0.11506	ok	READY	0	698	GTOPT000904689	ENST00000252996	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000905820	ENST00000354216.11	0.88861	ok	READY	0	699	GTOPT000905820	ENST00000354216	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000908282	ENST00000480456.6	0.88179	ok	READY	0	700	GTOPT000908282	ENST00000480456	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000908536	ENST00000399976.7	0.50596	ok	READY	0	701	GTOPT000908536	ENST00000399976	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000908736	ENST00000399928.6	0.65005	ok	READY	0	702	GTOPT000908736	ENST00000399928	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000912124	ENST00000649170.1	0.49915	ok	READY	0	704	GTOPT000912124	ENST00000649170	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000914554	ENST00000348831.9	0.69434	ok	READY	0	705	GTOPT000914554	ENST00000348831	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000914823	ENST00000651438.1	0.30111	ok	READY	0	706	GTOPT000914823	ENST00000651438	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000921172	ENST00000309117.11	0.39706	ok	READY	0	709	GTOPT000921172	ENST00000309117	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000925400	ENST00000317582.10	0.40517	ok	READY	0	710	GTOPT000925400	ENST00000317582	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000926330	ENST00000327374.9	0.34628	ok	READY	0	711	GTOPT000926330	ENST00000327374	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000929438	ENST00000448514.3	0.76429	ok	READY	0	712	GTOPT000929438	ENST00000448514	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000934430	ENST00000314328.14	0.05347	ok	READY	0	713	GTOPT000934430	ENST00000314328	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000936750	ENST00000401950.7	0.17891	ok	READY	0	714	GTOPT000936750	ENST00000401950	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000937310	ENST00000333137.12	0.33596	ok	READY	0	715	GTOPT000937310	ENST00000333137	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000940265	ENST00000248901.11	0.33683	ok	READY	0	716	GTOPT000940265	ENST00000248901	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000941076	ENST00000248924.11	0.98897	ok	READY	0	717	GTOPT000941076	ENST00000248924	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000941457	ENST00000338483.7	0.75009	ok	READY	0	718	GTOPT000941457	ENST00000338483	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000942115	ENST00000328933.10	0.73689	ok	READY	0	719	GTOPT000942115	ENST00000328933	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000944589	ENST00000337554.8	0.52014	ok	READY	0	720	GTOPT000944589	ENST00000337554	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000944989	ENST00000444313.8	0.5331	ok	READY	0	721	GTOPT000944989	ENST00000444313	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000945457	ENST00000441876.7	0.47926	ok	READY	0	722	GTOPT000945457	ENST00000441876	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000945657	ENST00000327858.11	0.62422	ok	READY	0	723	GTOPT000945657	ENST00000327858	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000948814	ENST00000263202.15	0.68932	ok	READY	0	724	GTOPT000948814	ENST00000263202	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000951149	ENST00000327365.10	0.99066	ok	READY	0	725	GTOPT000951149	ENST00000327365	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000952973	ENST00000490103.6	0.67761	ok	READY	0	726	GTOPT000952973	ENST00000490103	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000954641	ENST00000266086.6	0.8812	ok	READY	0	727	GTOPT000954641	ENST00000266086	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000956718	ENST00000249071.11	0.79985	ok	READY	0	728	GTOPT000956718	ENST00000249071	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000956930	ENST00000215886.6	0.93026	ok	READY	0	729	GTOPT000956930	ENST00000215886	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000957689	ENST00000403230.3	0.4807	ok	READY	0	730	GTOPT000957689	ENST00000403230	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000959271	ENST00000216259.8	0.89558	ok	READY	0	731	GTOPT000959271	ENST00000216259	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000959304	ENST00000216259.8	0.80594	ok	READY	0	732	GTOPT000959304	ENST00000216259	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000959428	ENST00000401959.6	0.48318	ok	READY	0	733	GTOPT000959428	ENST00000401959	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000966858	ENST00000693202.1	0.52952	ok	READY	0	736	GTOPT000966858	ENST00000693202	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000967334	ENST00000170447.12	0.56455	ok	READY	0	737	GTOPT000967334	ENST00000170447	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000967775	ENST00000306077.5	0.61721	ok	READY	0	738	GTOPT000967775	ENST00000306077	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000968744	ENST00000615277.5	0.88009	ok	READY	0	739	GTOPT000968744	ENST00000615277	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000972689	ENST00000207870.8	0.96607	ok	READY	0	742	GTOPT000972689	ENST00000207870	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000975393	ENST00000296142.4	0.58156	ok	READY	0	743	GTOPT000975393	ENST00000296142	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000977587	ENST00000616701.5	0.92881	ok	READY	0	745	GTOPT000977587	ENST00000616701	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000978451	ENST00000636358.2	0.85659	ok	READY	0	747	GTOPT000978451	ENST00000636358	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000980263	ENST00000288266.8	0.29349	ok	READY	0	748	GTOPT000980263	ENST00000288266	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
