Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
HG02122	-9.76434	1.21973	-4.05354	-3.7311	4.31565	-12.5983	7.66703	8.1731	-0.603044	21.5935	KHV	EAS
HG02127	-14.6503	7.3322	-9.25203	9.56714	-10.4898	-4.33789	-2.74131	-4.50816	-6.98471	0.973096	KHV	EAS
HG02128	-13.6397	6.66699	-19.492	7.56152	2.41348	-10.0551	0.983729	-6.95949	4.44203	18.2884	KHV	EAS
HG02130	-13.4285	8.45527	-14.5029	-3.24408	-4.72674	2.3598	4.49755	-4.14067	-6.65086	-4.68	KHV	EAS
HG02131	-16.4403	6.74279	-4.43074	-7.0132	13.465	0.991103	19.6434	-18.6394	-14.2119	-5.60998	KHV	EAS
HG02133	-16.2466	6.70195	-19.3871	8.12584	6.21438	6.55066	4.6101	-17.6225	-11.5007	-1.12403	KHV	EAS
HG02134	-16.0093	4.03336	-8.06307	2.65783	-7.11931	1.53417	-4.13757	10.4276	-8.47838	3.8285	KHV	EAS
HG02136	-15.0349	5.50229	-7.43047	-4.1505	-11.2847	-3.40424	-2.89963	-5.07566	-3.08732	-4.24365	KHV	EAS
HG02137	-16.3575	7.74749	0.55714	-3.80839	-4.20592	4.64867	-5.06215	7.59165	6.49452	-7.31008	KHV	EAS
HG02138	-16.1171	6.93771	-8.37886	-16.8631	2.40435	7.86577	-7.27571	0.839673	0.612375	2.8344	KHV	EAS
HG02139	-15.9931	10.7054	-9.24415	-1.67519	10.2859	4.29175	-4.25927	14.221	-5.39006	-14.7232	KHV	EAS
HG02140	-13.732	6.82761	-11.3501	1.44377	-10.0544	2.95406	0.69032	3.37028	-1.43647	-8.77603	KHV	EAS
HG02141	-14.8531	8.25951	-0.920959	-7.18991	-7.5375	7.9532	0.245399	-5.519	-4.14136	0.436904	KHV	EAS
HG02142	-11.1658	1.65777	-15.218	-1.06498	5.09241	2.01461	3.60439	-17.3383	-5.02119	-3.02808	KHV	EAS
HG02151	-21.8361	12.4681	20.8459	0.141054	-3.93099	-5.2024	-8.42381	-3.71332	-16.6801	-13.6531	CDX	EAS
HG02152	-20.0335	9.6776	6.06158	3.65573	5.49584	5.13152	4.76824	-4.31942	-0.919281	11.487	CDX	EAS
HG02153	-19.8253	5.65243	10.9162	-3.98065	6.66088	7.17637	0.511862	9.73259	-7.15964	9.67243	CDX	EAS
HG02154	-17.9815	9.95161	7.6128	1.94015	7.47382	-18.2	3.73403	4.91365	3.9945	3.68692	CDX	EAS
HG02155	-16.7254	9.51137	-4.01748	-6.19809	-25.8996	-3.36229	-0.394924	-2.79904	0.0622151	6.73923	CDX	EAS
HG02156	-20.5158	11.2224	15.2197	14.1962	5.16352	-18.7901	11.8837	-19.0025	-1.78041	-8.34002	CDX	EAS
HG02164	-16.3668	10.3583	5.80903	8.53088	2.74421	-3.69024	10.782	3.43099	4.01436	11.312	CDX	EAS
HG02165	-16.5555	6.84619	4.38726	-7.76183	-8.05141	-11.2063	11.0496	-1.18332	5.94778	14.5445	CDX	EAS
HG02166	-20.6984	9.87504	6.56723	1.22353	7.21251	-5.85369	16.6232	-0.269311	13.565	5.60826	CDX	EAS
HG02178	-22.7717	9.91081	-3.24943	-8.85084	10.5051	-6.68124	4.38412	5.2369	13.2279	-7.78532	CDX	EAS
HG02179	-18.7604	8.37081	1.0156	0.00342417	-15.6547	-14.0669	3.28984	11.3691	2.45623	-13.4058	CDX	EAS
HG02180	-19.2761	12.1061	13.6293	-5.03495	4.32614	-13.9744	-13.6226	2.36376	-9.39928	-9.02609	CDX	EAS
HG02181	-22.3209	7.67911	7.22181	-7.55983	0.328476	-6.58977	-8.95224	1.90144	-1.47564	0.631025	CDX	EAS
HG02182	-20.3709	9.91688	9.40288	6.5772	-0.0179716	-12.7929	-0.0284236	-0.524701	-7.38568	8.09156	CDX	EAS
HG02184	-20.3058	9.15564	0.622126	0.479422	10.0085	14.3205	5.22863	-5.47864	7.93377	-18.2063	CDX	EAS
HG02185	-17.5735	9.0296	2.7004	-3.89048	9.58486	-12.0581	6.98841	6.82192	7.08729	-14.5767	CDX	EAS
HG02186	-17.2282	7.76514	6.62055	12.3566	-1.91935	-7.94817	4.62727	5.45616	-8.18965	-0.32685	CDX	EAS
HG02187	-22.3344	8.577	5.87183	2.38676	-4.06306	5.04934	-4.85728	-1.78914	2.55659	-2.0073	CDX	EAS
HG02188	-20.8727	11.2711	9.38053	-2.54834	8.92101	11.9781	-4.48222	-5.64607	-4.67947	-7.08006	CDX	EAS
HG02190	-19.2626	10.8515	8.06083	-7.59831	-11.46	-10.3092	-2.47672	6.90224	-4.27346	5.50791	CDX	EAS
HG02250	-19.2091	7.4137	4.44229	12.9769	-3.08243	-5.6959	-3.90916	8.84528	-1.57736	-2.75877	CDX	EAS
HG02351	-21.317	13.005	11.6584	-0.707639	-4.2126	13.3371	12.2286	-4.07038	4.96498	-1.61647	CDX	EAS
HG02353	-22.114	9.83679	11.9299	1.90138	-2.59541	4.32477	5.05689	-9.81403	7.05104	-25.2441	CDX	EAS
HG02355	-19.5272	8.7565	10.6609	-0.705735	-5.69749	-13.1742	-3.32439	-1.82256	-10.3438	-1.38198	CDX	EAS
HG02356	-22.5893	9.31493	12.3715	5.0215	-14.6094	10.9624	13.3809	-6.19312	7.89218	-21.094	CDX	EAS
HG02360	-17.6464	11.8777	-0.75654	2.76061	-18.7592	-9.53185	2.80294	5.4844	8.59339	-7.95966	CDX	EAS
HG02364	-22.076	11.0808	2.40512	-1.39139	21.2277	1.18072	13.9684	7.71472	3.00701	-11.3679	CDX	EAS
HG02367	-22.0366	11.1515	17.1142	1.07291	6.15811	4.55814	4.56941	0.222118	1.74507	3.07534	CDX	EAS
HG02371	-22.1409	7.29939	1.15383	-8.20607	-0.0150063	0.648257	13.2069	2.94518	13.319	3.63971	CDX	EAS
HG02373	-21.2462	11.1655	8.02143	-4.02378	0.0423619	8.74275	5.67382	11.7177	-3.83791	0.600011	CDX	EAS
HG02374	-19.7497	9.37395	10.9495	-18.7996	6.18871	-9.60829	13.0472	-3.21109	14.8076	8.69324	CDX	EAS
HG02375	-22.2155	10.2087	11.1069	-1.47351	-3.09529	5.45079	-5.96332	-2.4519	15.6435	4.30722	CDX	EAS
HG02379	-21.1761	11.3186	13.7442	-0.632118	-1.12392	16.9574	9.10926	-11.7799	9.33868	-27.9422	CDX	EAS
HG02380	-19.2182	10.1276	15.8822	10.4347	-0.921852	-18.3943	0.468643	-16.0346	-3.08215	-9.37116	CDX	EAS
HG02382	-20.0959	8.96582	3.31884	2.3071	-1.25586	-2.08323	12.4412	-2.43559	8.87796	11.4804	CDX	EAS
HG02383	-22.3133	12.1913	8.2407	3.72699	-6.14089	-4.63162	1.89806	2.96709	13.4155	14.0318	CDX	EAS
HG02384	-20.5328	9.06076	2.15833	1.46155	0.449943	4.2974	3.04381	12.0556	2.13692	-3.50322	CDX	EAS
HG02385	-21.18	9.20397	14.1583	-0.13777	4.9441	5.25495	-6.60579	12.2177	5.47228	-8.50245	CDX	EAS
HG02386	-16.2138	5.74967	-4.45725	7.79939	-6.83488	-5.05083	-0.211978	-0.437361	4.61107	-15.4061	CDX	EAS
HG02389	-17.3121	6.39442	3.37022	5.26584	-4.72445	-12.1722	12.567	8.47901	-2.33533	6.98924	CDX	EAS
HG02390	-19.9034	10.8804	8.31461	-1.72056	3.15872	-0.818472	0.00131356	0.508407	1.33153	0.357888	CDX	EAS
HG02391	-21.4953	12.542	-0.0596293	-4.83721	6.22416	-13.1852	-6.02293	4.17687	3.97135	-3.26084	CDX	EAS
HG02392	-19.638	8.94151	-1.42473	0.521116	4.74804	-15.6108	-3.50268	-1.17499	5.26564	-4.14758	CDX	EAS
HG02394	-19.8101	9.97511	4.29375	2.07485	13.8855	5.62153	3.43372	14.0704	5.21735	-7.7636	CDX	EAS
HG02395	-20.0792	8.14602	11.633	2.24241	-13.6227	-9.73543	1.18124	-7.344	1.13284	0.198317	CDX	EAS
HG02396	-21.4469	11.5987	8.10485	9.10314	11.8211	0.237859	-4.85869	4.67378	3.7375	-1.42161	CDX	EAS
HG02397	-18.0442	9.86264	-0.492613	0.671217	0.4356	-14.0999	-0.117429	13.4207	1.18117	0.672542	CDX	EAS
HG02398	-18.04	7.74151	12.9264	5.23135	-6.87321	3.45815	-7.69066	4.90383	-11.0674	7.37334	CDX	EAS
HG02399	-21.6337	13.0416	2.12325	3.33701	-1.22226	-1.67346	-3.25628	-1.4246	-5.44597	-0.742996	CDX	EAS
HG02401	-19.2722	11.0487	10.9898	-13.5177	5.03924	-4.50387	2.59294	-12.4962	2.46691	-3.71971	CDX	EAS
HG02402	-21.8315	10.0102	17.7044	0.366409	-7.04952	7.54695	-2.86057	5.1105	13.3345	6.52058	CDX	EAS
HG02406	-19.3856	8.72047	0.244576	0.923854	-0.891195	-4.83551	0.00570737	-2.49409	3.77275	5.23811	CDX	EAS
HG02407	-19.1509	5.60179	-0.477674	4.20636	6.20174	-8.62018	3.56168	-1.61134	-2.69031	14.8674	CDX	EAS
HG02408	-22.7495	9.27764	-0.901479	-2.65033	-6.23921	-13.6086	8.34521	13.8897	2.40557	18.1143	CDX	EAS
HG02409	-20.5026	8.32839	-0.121198	-3.14994	8.91967	2.71499	1.61842	9.4154	-1.81298	7.1858	CDX	EAS
HG02410	-20.9421	11.4824	4.93199	-3.16235	-3.96096	8.84572	2.61922	16.5446	-2.2038	-14.1842	CDX	EAS
HG02512	-12.8974	7.06305	-7.40881	4.4076	14.0976	12.3435	-2.04658	4.38537	-6.36052	-15.4125	KHV	EAS
HG02513	-18.789	8.24857	-2.4751	-0.689657	10.7705	19.4673	-0.064231	-4.43685	5.08163	-12.3447	KHV	EAS
HG02521	-14.5526	10.3359	-7.54046	0.875471	3.07362	-6.22074	7.60204	1.12224	-3.9782	4.65302	KHV	EAS
HG02522	-17.1559	6.7072	-16.6852	6.00153	-10.2023	3.89173	5.29372	-8.22074	-10.3752	3.27706	KHV	EAS
NA18525	4.13838	-11.3235	-0.770341	-1.33553	5.94468	1.31477	16.6971	9.66181	-1.924	12.6931	CHB	EAS
NA18526	0.73577	-8.73337	4.45054	10.6927	0.419904	5.06199	-2.89242	-5.4648	-6.85349	7.9775	CHB	EAS
NA18528	15.499	-10.306	-12.7113	0.0430202	14.5125	2.25135	9.62988	16.7698	-1.16495	5.33982	CHB	EAS
NA18530	11.7972	-9.26551	-0.511967	-1.88852	4.41614	-5.08826	13.2014	-0.152474	-2.35226	-1.98039	CHB	EAS
NA18531	11.1768	-15.5933	-5.19346	12.5767	10.5756	-0.431205	5.27292	-4.00292	6.18779	1.66803	CHB	EAS
NA18532	6.76975	-8.72745	-3.2513	3.63404	7.54614	-6.32331	-1.27491	9.13271	6.2402	0.334686	CHB	EAS
NA18533	0.135441	-9.11027	-4.64809	13.7233	-4.25908	0.0695864	6.20461	-9.31814	2.9999	1.13014	CHB	EAS
NA18534	10.5042	-14.7386	-2.12167	-7.41292	15.4049	8.64156	8.64009	-0.260929	3.79898	-0.712519	CHB	EAS
NA18535	9.08969	-13.1701	-4.09039	-14.5265	5.02881	-23.1144	4.09952	5.88715	-6.25647	3.69427	CHB	EAS
NA18536	1.98133	-10.5825	-6.81925	0.236519	6.39149	-9.21589	-14.5103	-0.238584	-2.38419	-0.67915	CHB	EAS
NA18537	9.95308	-10.4169	-6.7256	0.0780349	-4.19373	-5.21112	4.31065	4.1315	-9.06629	2.3894	CHB	EAS
NA18538	10.9443	-14.6086	-3.57486	2.65224	3.83825	4.29956	-2.07332	10.925	13.7119	6.47622	CHB	EAS
NA18539	13.3544	-14.5044	4.75746	18.6075	6.50547	-6.65614	6.76521	1.51837	-8.54812	7.51815	CHB	EAS
NA18541	11.7489	-18.2459	4.63865	4.35402	4.04978	-1.22541	7.59728	5.67782	-3.30529	-5.53219	CHB	EAS
NA18542	12.4736	-13.1123	-4.23538	6.67458	-1.85036	7.04215	7.74567	-0.489179	-11.4203	-5.82057	CHB	EAS
NA18543	-0.190057	-7.76508	-5.87541	8.54346	-3.74089	-1.00054	1.25505	-0.676302	2.62389	-0.362892	CHB	EAS
NA18544	10.7881	-13.3474	-4.61103	-1.3916	-0.19117	-6.57613	15.9027	8.00662	6.77609	-3.56422	CHB	EAS
NA18545	1.40529	-4.89591	-0.0523838	7.63528	2.88805	6.00946	1.14561	1.48983	5.24239	-3.41139	CHB	EAS
NA18546	10.6441	-15.3515	0.844717	-5.36483	-2.82918	3.87606	6.93437	7.97155	1.14352	-13.7671	CHB	EAS
NA18547	11.3816	-13.1012	6.31575	-1.87497	-2.66118	6.99763	1.90045	-2.15774	-6.49807	-7.12915	CHB	EAS
NA18548	9.72997	-12.0293	-5.95022	-5.86009	17.2168	-3.30774	3.65564	13.2109	-3.3741	-7.86123	CHB	EAS
NA18549	2.02956	-7.23131	2.9085	2.51176	-2.95434	0.861932	8.43277	-4.23091	-7.6918	-4.33192	CHB	EAS
NA18550	-12.0212	-2.76963	-5.88775	-0.472761	10.8277	-1.09496	-4.7393	7.6091	2.38878	12.849	CHB	EAS
NA18552	3.99837	-11.3988	-4.3656	0.697163	7.41121	-1.17578	16.8915	6.74723	5.13672	4.87839	CHB	EAS
NA18553	7.62127	-7.44497	-3.8379	-8.4078	12.4242	-6.68756	8.92908	-3.04588	9.29292	-6.83006	CHB	EAS
NA18555	2.31534	-6.2744	-7.66739	6.70487	1.30812	-5.13786	2.29904	10.9114	0.868726	1.71341	CHB	EAS
NA18557	13.5488	-8.77706	12.6225	8.37658	-0.539222	-8.12874	-4.17263	0.922102	-0.394999	-10.9049	CHB	EAS
NA18558	10.3407	-13.8996	9.82939	-1.74387	-7.10301	7.15959	5.98731	14.4096	12.3473	-17.5895	CHB	EAS
NA18559	5.94003	-10.5577	2.11781	1.90531	6.65722	8.38583	1.64845	-5.93706	1.31625	-0.110347	CHB	EAS
NA18560	0.0888545	-5.59935	-0.216082	-11.4978	12.1589	7.25894	2.3923	8.28106	-10.4993	4.50295	CHB	EAS
NA18561	10.5676	-14.3782	0.896138	3.21034	9.05908	0.173954	-3.2673	-0.735724	-9.40465	2.10903	CHB	EAS
NA18562	9.98655	-14.1792	-11.7366	0.359208	-9.58124	1.28812	5.37929	22.1314	1.59885	-9.68444	CHB	EAS
NA18563	12.8843	-12.7453	-2.26755	-0.451845	4.75275	0.168922	-5.02802	8.26723	-1.06201	-3.88479	CHB	EAS
NA18564	12.3458	-11.287	0.805588	-0.596061	8.62321	-21.0734	6.72599	7.67585	-2.76763	-0.585927	CHB	EAS
NA18565	1.22819	-7.14485	-2.25629	-0.0748343	5.00235	14.0874	12.8209	9.72143	3.77386	-1.762	CHB	EAS
NA18566	11.4559	-11.5966	-0.260992	-14.6104	1.7846	-5.24601	-4.67505	1.99312	-9.74587	0.438223	CHB	EAS
NA18567	8.19265	-11.969	-4.85768	4.42936	5.10257	-8.10923	-5.79284	9.89484	-14.3484	2.87421	CHB	EAS
NA18570	0.43174	-8.40686	6.95247	-0.816914	-5.41674	13.6985	-9.35242	6.08929	5.91941	10.6251	CHB	EAS
NA18571	-1.64062	-4.28555	-2.74243	-0.941582	16.4961	-4.47625	-8.40407	3.87511	-2.24579	-2.53254	CHB	EAS
NA18572	11.1589	-14.2634	5.39774	6.40782	-3.2951	2.53803	-9.52041	9.70136	4.35959	-6.0362	CHB	EAS
NA18573	1.80733	-6.22931	-1.29163	14.4707	2.27574	0.0831481	-2.5962	0.370715	-2.59171	-0.994255	CHB	EAS
NA18574	10.0514	-14.7047	-3.34364	2.91411	2.95098	-5.55015	-2.75449	-1.01191	-8.54686	-5.37568	CHB	EAS
NA18577	6.15609	-11.9941	-5.89618	-4.28777	-5.70936	2.05215	-7.58287	-1.1744	4.58613	9.81696	CHB	EAS
NA18579	12.1511	-10.359	0.120066	-3.15277	7.832	0.682183	6.50532	-4.23778	-18.0121	-7.69312	CHB	EAS
NA18582	1.47219	-6.30514	-3.10397	6.31455	3.31383	-3.38653	-6.40853	12.5683	12.6662	1.12978	CHB	EAS
NA18591	-0.0040929	-7.23922	7.49282	-3.09107	7.20217	-1.94171	-2.79876	0.0502489	0.362108	-0.616225	CHB	EAS
NA18592	11.0211	-10.334	-7.73998	-2.50624	2.32049	-6.76073	11.8955	14.1787	-5.88955	-11.5158	CHB	EAS
NA18593	9.00249	-9.81005	0.453821	-0.724426	-4.46378	-3.21212	0.501726	7.30141	-7.52943	5.04018	CHB	EAS
NA18595	10.5183	-14.8454	2.75532	2.31188	1.73261	-0.66963	-6.9746	-2.02484	-0.736154	-1.14398	CHB	EAS
NA18596	13.3759	-15.0418	0.190485	6.28622	11.9187	-9.58433	9.79565	0.0485228	-2.08466	-3.96853	CHB	EAS
NA18597	10.5621	-11.7435	-8.83681	-1.62673	10.5171	-13.2861	9.34398	10.9747	14.628	-4.02757	CHB	EAS
NA18599	12.3868	-13.0933	-4.08184	0.496524	-9.54373	-7.6391	5.00067	5.33478	-10.3544	-15.0251	CHB	EAS
NA18602	9.40047	-10.0838	-8.61686	13.8699	-2.07682	13.4473	6.62788	-5.59499	4.64543	0.500057	CHB	EAS
NA18603	3.04876	-10.6818	-0.133817	-19.4182	1.97993	-0.238333	-5.66796	-5.52397	-4.21037	4.41443	CHB	EAS
NA18605	11.278	-11.4788	-9.71662	-3.35315	-1.77549	3.55272	9.88682	0.683785	1.4983	10.6115	CHB	EAS
NA18606	3.35629	-6.5161	-6.88442	15.2912	-3.31269	-0.650714	-10.903	5.63898	-5.63077	0.0577451	CHB	EAS
NA18608	9.04072	-14.3722	-1.91118	-1.18869	3.25051	5.0413	3.38218	8.86493	-7.73472	-4.60361	CHB	EAS
NA18609	12.4638	-18.3443	-7.56642	5.22991	3.31009	9.01511	1.35573	-0.462649	3.53737	5.23023	CHB	EAS
NA18610	7.69325	-10.9785	3.96244	-5.31458	13.5294	12.3396	-0.372444	4.46354	-6.90978	-3.60922	CHB	EAS
NA18611	10.5599	-9.43042	-2.11994	-1.12587	11.2445	-5.27873	13.1355	19.6476	0.842478	1.60918	CHB	EAS
NA18612	11.6405	-9.88604	-1.05329	0.875108	-5.09097	-5.60142	15.52	13.9819	-4.27638	3.81081	CHB	EAS
NA18613	13.5936	-10.6972	5.83669	6.07365	-2.10271	6.87633	2.86803	0.806708	4.24732	-3.57619	CHB	EAS
NA18614	8.40269	-10.4158	6.16555	3.21267	3.82391	-4.06918	11.5196	2.52523	-5.68258	-2.73227	CHB	EAS
NA18615	11.0269	-8.71117	-0.759154	0.615685	2.77568	-8.651	-8.93032	-2.66891	-7.64988	-9.66296	CHB	EAS
NA18616	2.71999	-5.53526	0.61038	7.16652	-2.84398	-9.84635	-0.304766	7.45955	0.288615	12.9198	CHB	EAS
NA18617	0.429976	-4.13666	-1.25797	-10.8133	16.4668	6.99682	-15.5053	1.14144	-1.12242	2.03563	CHB	EAS
NA18618	13.192	-9.98993	-3.57317	-3.89906	-2.57689	-2.65866	3.61065	-0.59734	2.68414	-12.9551	CHB	EAS
NA18619	12.6077	-14.4944	4.11813	12.1638	6.07058	-12.2812	4.58432	1.33931	-0.31444	-9.78237	CHB	EAS
NA18620	11.0972	-11.6988	3.69279	-19.3169	-10.5768	-5.68685	7.96744	7.63834	-3.18234	-2.26463	CHB	EAS
NA18621	13.1954	-10.8464	-6.49232	14.2105	2.68586	2.35971	9.05836	-7.70653	-3.85344	3.61791	CHB	EAS
NA18622	5.34615	-8.58917	2.19567	-5.23329	13.0478	-2.90724	14.4127	10.5261	-0.0564323	4.03371	CHB	EAS
NA18623	11.3145	-10.1601	2.06898	-6.72277	4.35437	3.06279	-6.98738	2.49449	-0.864421	5.05163	CHB	EAS
NA18624	8.57458	-10.7854	-7.84074	4.28162	-9.7067	-4.60216	10.1871	10.209	14.488	13.8853	CHB	EAS
NA18625	12.4412	-11.5047	3.25505	7.14655	-13.4277	3.9741	3.96086	15.3817	-6.83272	-0.211889	CHB	EAS
NA18626	12.3601	-10.8948	-7.78309	13.3908	3.10948	2.25804	3.79688	-3.19915	-6.61241	-5.32405	CHB	EAS
NA18627	0.200563	-4.07122	-6.40806	-2.39988	2.71916	1.07175	0.867932	7.17165	-0.0501299	-3.72239	CHB	EAS
NA18628	-11.07	2.79975	-2.28974	0.336154	-6.75505	9.24823	5.73312	6.27166	-2.89017	-6.60304	CHB	EAS
NA18629	4.01574	-10.5147	-6.23779	6.63887	1.80164	-3.53644	0.955198	7.45628	-3.4735	-1.82608	CHB	EAS
NA18630	-3.01596	-1.65868	2.77308	3.28855	0.741261	4.04828	-7.20134	9.12707	-13.112	10.8244	CHB	EAS
NA18631	3.95187	-8.38816	-5.97137	-4.28733	-2.15417	2.88237	11.652	3.9345	9.06287	-8.05239	CHB	EAS
NA18632	-0.840529	-7.27534	0.756653	-10.1064	-0.456353	-4.56319	-1.70087	2.36337	-5.95182	-5.65534	CHB	EAS
NA18633	9.19103	-7.21896	2.68851	-1.93894	11.4755	3.45026	-4.00377	-5.22743	10.3889	-2.26435	CHB	EAS
NA18634	3.43569	-7.81499	1.79631	1.11126	-2.08785	-5.81256	-9.04661	1.23933	3.44289	-5.43268	CHB	EAS
NA18635	12.949	-12.1414	-1.69104	1.14886	10.2501	-1.95273	10.8543	5.40941	-7.47703	-2.89842	CHB	EAS
NA18636	-2.8657	-2.73748	-2.40429	-6.40998	6.48553	-7.18297	-9.30825	-9.39662	13.9495	-5.27855	CHB	EAS
NA18637	4.56698	-7.53709	-3.12841	-7.42168	-4.59206	2.74729	3.83477	8.4405	10.2687	16.7591	CHB	EAS
NA18638	3.75999	-5.51045	-5.76242	2.29018	11.3864	-4.61648	5.89853	1.62254	-5.67926	9.71998	CHB	EAS
NA18639	0.185128	-5.21895	0.219563	4.19848	-7.31963	0.992004	2.39753	-4.06053	-1.54901	8.59794	CHB	EAS
NA18640	10.5066	-15.6666	2.17831	9.29781	-7.24314	-4.80066	4.85634	0.411462	-6.93949	-7.63705	CHB	EAS
NA18641	7.05649	-11.8898	-6.05308	-9.38601	5.42762	-4.80041	5.76714	-2.73515	-0.871377	0.915775	CHB	EAS
NA18642	12.6986	-11.2703	2.78157	0.651384	-2.6871	-0.679593	5.83748	9.39421	-3.47709	8.3294	CHB	EAS
NA18643	10.1266	-14.6651	-4.87176	2.14912	-1.19465	3.4904	-4.66234	7.06237	-0.417826	-5.58428	CHB	EAS
NA18644	3.53824	-8.20735	2.8513	-7.18222	5.12669	-6.06983	-6.8614	6.98707	17.3063	-8.20035	CHB	EAS
NA18645	2.07812	-12.5431	-0.28123	2.95768	-6.98703	12.8028	-8.42395	4.61044	3.66344	-5.62322	CHB	EAS
NA18646	10.3252	-14.2816	-7.01412	-0.542843	2.54675	3.3297	-1.44155	0.393677	4.86708	2.78072	CHB	EAS
NA18647	12.2149	-14.3867	-9.13446	8.85623	13.3361	10.203	7.5317	5.49794	2.38734	2.31725	CHB	EAS
NA18648	8.75402	-15.1723	-6.20411	4.29168	9.1384	-3.60401	18.3678	8.79767	-1.57955	-2.1572	CHB	EAS
NA18740	-1.43542	-2.58271	-3.9744	2.05327	11.8653	5.30173	-12.1088	9.80566	0.134735	1.3837	CHB	EAS
NA18745	12.9224	-11.6246	1.0569	-8.21655	12.8304	-7.41657	7.41829	8.179	-10.9425	-5.34735	CHB	EAS
NA18747	4.14906	-7.05477	-1.97038	7.91716	0.352311	-12.3022	2.42352	8.74624	-6.65108	-3.44854	CHB	EAS
NA18748	0.758071	-10.0901	5.57884	6.1129	-3.47837	11.9923	-2.35877	-0.825428	-5.25829	8.12438	CHB	EAS
NA18749	12.3699	-12.1654	-17.1815	0.935601	9.08161	-2.61501	6.87393	-2.95143	3.03661	2.15637	CHB	EAS
NA18757	11.991	-13.1999	-5.33033	-15.2421	8.52185	6.78915	12.6504	3.15433	16.6298	-5.25622	CHB	EAS
NA18939	26.711	15.7243	-3.69774	2.24605	-4.10976	0.196542	5.61917	0.0159712	-4.19485	10.3465	JPT	EAS
NA18940	26.5375	17.8484	-8.3943	-22.2658	5.07199	-14.3632	5.6775	-3.95437	12.8775	-4.54702	JPT	EAS
NA18941	24.8536	17.7466	1.75716	-5.84795	7.89549	4.05682	10.084	-4.31802	14.7741	-2.81826	JPT	EAS
NA18942	24.2376	13.8144	1.01207	2.34768	-0.999156	0.303807	6.65171	2.98482	-11.5033	-10.7338	JPT	EAS
NA18943	19.212	12.8997	0.026956	-0.371533	-0.737121	-0.279572	2.99968	4.09384	4.31177	3.30524	JPT	EAS
NA18944	28.5867	18.4459	6.19318	-1.2088	1.62793	4.50838	3.84544	6.60058	-10.8683	1.48463	JPT	EAS
NA18945	24.8748	16.4646	-8.28592	1.97758	-2.7627	-8.52912	-5.80145	-3.89507	1.39025	-6.29016	JPT	EAS
NA18946	25.2683	15.2455	2.62943	-0.166416	8.93075	1.60066	8.25822	5.15475	10.4457	6.46632	JPT	EAS
NA18947	25.6935	18.5569	10.0491	-1.33636	-2.25727	-0.319247	-0.055861	-9.48016	-0.261194	2.16965	JPT	EAS
NA18948	27.5083	16.0004	4.00319	7.58051	-7.90748	1.3978	-3.82964	4.45421	9.86979	0.19949	JPT	EAS
NA18949	27.8065	18.3366	-1.74095	5.60663	0.0731431	-2.46759	1.3756	0.87996	-8.12163	10.4403	JPT	EAS
NA18950	26.5454	15.5471	6.69252	3.91068	0.987535	-3.1055	7.02889	-0.421197	10.7129	-1.03792	JPT	EAS
NA18951	24.5413	11.8724	-2.98382	-11.9309	-1.10028	-7.74645	-1.74246	-2.06504	-8.47424	-5.64956	JPT	EAS
NA18952	24.4979	13.4276	0.251361	2.32592	-0.787748	-9.70277	-7.26244	-8.2416	1.94723	4.58815	JPT	EAS
NA18953	22.3001	13.5308	8.27675	-8.98761	9.83663	10.6665	10.3425	12.6547	1.00718	5.84938	JPT	EAS
NA18954	20.7713	12.5462	-5.90168	-6.30359	1.15386	-7.36411	-3.71523	1.68503	2.23917	3.82022	JPT	EAS
NA18956	27.7712	15.0211	-4.21261	1.71691	-0.105446	8.59753	-7.78339	0.316204	11.2471	8.84908	JPT	EAS
NA18957	28.5817	16.8894	-2.94641	-2.9902	-9.2203	-7.09803	-2.57489	-1.51525	5.78298	-5.50192	JPT	EAS
NA18959	24.4163	12.546	5.96707	-9.15517	-7.94461	-1.14088	-1.72636	2.68771	-6.79202	5.82929	JPT	EAS
NA18960	24.6479	15.3083	3.27328	-5.82937	1.63899	10.4428	-0.732478	-17.2161	1.11553	9.90723	JPT	EAS
NA18961	28.0668	16.4779	8.77116	-2.39962	-10.3048	10.2365	-0.563638	5.33499	5.53019	-6.18002	JPT	EAS
NA18962	26.013	13.7984	-9.96942	-4.41434	0.14255	-3.13434	7.1136	-4.46384	-6.39245	1.54114	JPT	EAS
NA18963	25.6097	18.9514	3.4801	-3.26206	-6.10031	4.02038	1.66829	3.84369	5.05448	6.32329	JPT	EAS
NA18964	25.9288	18.5256	4.80907	13.2181	2.24222	-5.28536	4.38404	-0.562663	2.44198	-4.93973	JPT	EAS
NA18965	24.0871	13.6623	-1.35264	-5.41132	-13.1472	-3.38751	3.12331	-8.18431	4.97201	-2.61416	JPT	EAS
NA18966	27.6336	18.4285	-5.74183	2.16526	-7.2179	-0.504367	-1.58249	5.7962	0.00629479	9.00014	JPT	EAS
NA18967	22.8626	19.1346	1.03126	-3.49191	-7.56342	-0.020851	6.29619	-10.9462	-4.99513	-1.38384	JPT	EAS
NA18968	27.5058	17.7834	2.8859	0.348114	-13.0983	-5.24489	-6.56085	-1.51369	5.16215	-7.85075	JPT	EAS
NA18969	27.1208	14.6321	0.46239	12.2492	-0.450975	-2.52425	3.76729	-6.32114	-6.68798	-1.20735	JPT	EAS
