start_distance	VarSubType
-42279	STR
54598	STR
51161	STR
2276	STR
57679	STR
-4781	VNTR
-33723	STR
-16926	STR
91539	VNTR
-14136	STR
13180	STR
-41591	STR
-260	STR
27492	STR
-909	STR
-32076	STR
-2338	STR
20985	VNTR
11114	STR
-11308	STR
954928	STR
86950	STR
21878	STR
-5587	STR
-2901	STR
21230	STR
10067	STR
-46372	STR
36421	STR
-24413	STR
-137588	STR
-7137	STR
1999	STR
-2472	STR
28086	STR
-2580	STR
236603	STR
313116	VNTR
24374	STR
-3860	STR
-825	STR
49908	STR
-130817	STR
8608	STR
-5998	VNTR
34748	STR
21701	STR
430821	VNTR
-47717	STR
-148896	STR
1504	STR
-44706	STR
2117	STR
-10497	STR
-383	VNTR
60408	STR
-31064	VNTR
163264	STR
-1357	STR
9971	STR
50344	STR
29200	STR
-13197	STR
-1153	STR
-24972	STR
-26539	STR
-68397	STR
5752	STR
-218	STR
-29228	STR
-27628	STR
-68761	STR
-2680	STR
11055	STR
18885	STR
25596	STR
8623	STR
2579	STR
62013	STR
-9062	STR
137306	STR
-2867	STR
99557	STR
2528	STR
-5542	STR
-13886	VNTR
58924	VNTR
7486	VNTR
-149605	VNTR
47335	STR
8298	STR
51985	STR
-18523	STR
-48067	STR
-8547	STR
-25946	STR
45784	STR
4057	STR
12489	VNTR
-438	STR
4572	STR
-72582	STR
688649	STR
148051	STR
-29960	STR
-60272	STR
9829	STR
55902	STR
188900	STR
44491	VNTR
-110653	STR
115129	STR
51147	STR
-62686	STR
-260181	STR
-9644	STR
-18529	STR
13217	STR
-647504	STR
32615	STR
95830	STR
56730	VNTR
25324	STR
-37965	STR
-345	STR
-37550	STR
6877	STR
-329251	STR
68931	STR
-297213	STR
14099	STR
-188	STR
-208893	STR
28676	STR
41311	STR
-246395	STR
-25409	STR
72836	STR
23292	STR
-7852	STR
-13434	STR
1554	STR
1821	STR
5912	STR
39060	STR
164408	STR
13595	STR
-57928	STR
-1895	STR
91483	VNTR
25999	STR
-136659	STR
-71871	STR
3750	STR
26227	STR
-5569	STR
-229584	STR
39630	STR
836765	STR
-22323	STR
-37539	STR
-67	VNTR
-57214	STR
-65020	STR
91406	STR
11078	STR
2243	STR
-4037	STR
186978	STR
-42132	STR
-2327	STR
9313	STR
-335271	STR
894531	STR
187889	STR
-229555	STR
-19869	STR
-8441	STR
70148	STR
-6460	STR
161369	STR
7640	STR
-17106	STR
-5216	STR
-187	STR
-9092	STR
-11634	STR
-1303	STR
-193061	STR
-7981	VNTR
-8317	STR
27271	VNTR
39365	STR
-56291	STR
-203780	STR
47	STR
3585	STR
-149049	STR
117	STR
-26821	STR
-20594	STR
-33552	STR
30016	STR
-42426	STR
12502	STR
-12709	STR
-17220	STR
42494	STR
-31352	STR
-10985	STR
-19372	STR
-327868	STR
-166913	STR
42560	STR
152823	STR
23580	STR
-468	STR
-61308	STR
-661422	STR
-21575	STR
100891	VNTR
-76179	STR
12887	STR
-147223	STR
-88568	STR
-7110	STR
-1291	STR
-34548	STR
16151	STR
181	STR
343052	STR
-44540	STR
-66146	VNTR
9159	STR
135599	STR
-551849	STR
52212	STR
-8533	STR
-23367	STR
22592	STR
62640	STR
-18600	STR
-40249	STR
-10628	STR
-409383	STR
36674	STR
41885	STR
-34972	STR
-85006	STR
5492	STR
103352	STR
-44697	STR
-6587	STR
20264	STR
-150737	STR
-56050	STR
-4547	STR
-178092	STR
-14344	STR
-12653	STR
-70380	STR
-3870	STR
64531	STR
-637710	STR
-49437	STR
37856	STR
-127893	STR
-20762	STR
71332	STR
24603	STR
-438783	STR
2983	VNTR
-20074	STR
24	STR
-618	STR
345	STR
-10388	STR
129	STR
-23257	STR
-230062	STR
-2382	STR
770257	STR
-32928	STR
-131635	STR
7767	STR
-44911	STR
-6768	STR
13257	STR
89661	STR
-81293	STR
51486	STR
47944	STR
1344	STR
24854	STR
81496	VNTR
-21196	STR
15788	STR
-45867	STR
22116	STR
5682	STR
29572	STR
-40465	STR
-25203	STR
-98468	STR
170359	STR
-9176	STR
-165279	STR
27868	STR
6941	STR
34021	STR
-8247	STR
621229	VNTR
36637	STR
105709	STR
45240	STR
93943	STR
67826	STR
9427	STR
91168	STR
161448	STR
-22892	STR
11945	STR
-3481	STR
-37188	STR
2840	VNTR
1524	STR
-37519	STR
275293	STR
-12632	STR
197943	STR
-42646	STR
-82418	STR
57261	STR
77118	VNTR
-534	VNTR
15646	STR
136827	STR
-45882	STR
14414	STR
51018	STR
35094	STR
12404	STR
33772	STR
1276	STR
-1207	STR
-331444	STR
-4932	STR
13715	STR
90788	STR
13671	STR
5508	VNTR
-2282	STR
-18137	STR
13349	STR
20231	STR
49595	STR
-11784	STR
172685	STR
-53983	STR
-270118	STR
70664	STR
51460	STR
-45590	STR
-28921	STR
-94060	STR
-6097	STR
1234	STR
-25176	STR
-40911	STR
152238	STR
-88553	STR
17505	STR
47	STR
17152	STR
41885	STR
201190	STR
55870	VNTR
56990	STR
-68134	STR
7421	STR
37035	STR
-16704	STR
-58791	STR
-12931	STR
-18271	STR
-490	STR
-7264	STR
2436	STR
-18543	STR
1099	STR
75201	STR
-3123	STR
1907	STR
-25737	STR
13261	STR
-10684	STR
-258098	STR
-49202	STR
43473	STR
-75060	STR
-74738	STR
40010	STR
-385927	STR
-8707	STR
187293	STR
1822	STR
81897	VNTR
26577	STR
31591	VNTR
17234	STR
-10417	STR
-931080	STR
-23808	VNTR
-86546	STR
-53924	STR
-37192	STR
152301	VNTR
-49188	STR
2804	STR
-26889	STR
83745	STR
57386	STR
10505	STR
83944	STR
751439	STR
-193307	STR
6766	STR
-12553	STR
-19984	STR
-123581	STR
907	STR
31378	STR
-72114	STR
59765	STR
161432	STR
-15103	STR
25224	STR
-6883	STR
12221	STR
-77176	STR
-162024	STR
-12398	STR
582855	VNTR
17074	STR
-5177	STR
-22181	STR
37000	STR
-28896	STR
33557	STR
15390	STR
-260	STR
17505	STR
85365	STR
-194	VNTR
-41211	STR
-141171	STR
28189	STR
26943	STR
-1198	STR
-15295	STR
-10300	STR
22668	STR
2814	STR
376016	STR
141039	STR
-558923	STR
-260813	STR
5274	STR
12563	STR
2781	STR
61956	STR
-35167	STR
52819	STR
-11517	STR
34920	STR
-17354	VNTR
18980	STR
88341	STR
6260	STR
96205	STR
-55531	STR
6302	STR
-163211	STR
39806	STR
17183	STR
-29408	STR
-18233	STR
-47753	STR
-13759	STR
40559	STR
363065	STR
-402	STR
-2989	STR
-305	STR
55629	STR
6736	STR
23013	STR
1134	STR
-1057	STR
11154	STR
-120711	STR
1749	STR
253931	STR
19071	STR
-66236	STR
-2596	STR
-31284	STR
-701787	STR
64732	STR
-386071	STR
-5953	STR
61514	STR
13577	STR
902	STR
16134	STR
-74	STR
-334994	STR
101359	STR
7967	STR
188	STR
34346	STR
-14652	STR
132606	STR
428613	STR
-245487	STR
15657	STR
14370	VNTR
-113583	STR
28749	STR
-86227	STR
-2300	STR
-35708	STR
42487	STR
3217	STR
-148026	STR
-1579	STR
-76948	STR
343424	STR
59283	STR
153448	STR
-32156	STR
10227	STR
-61439	STR
-32408	STR
130018	STR
-28171	STR
12348	STR
21201	STR
-13202	STR
1365	STR
394712	STR
-11764	STR
-1368	STR
-6114	STR
-52251	STR
-140816	STR
4828	STR
61	STR
41215	STR
-1138	STR
-35402	STR
84798	VNTR
-88115	STR
-31109	STR
-23243	STR
-11589	STR
-453988	STR
40700	STR
2246	STR
27585	STR
-38895	STR
5004	STR
111509	STR
161547	STR
135334	STR
-77199	STR
-33439	STR
-127993	STR
-434	STR
72037	STR
-87156	STR
-64325	STR
26707	STR
-75015	STR
17350	STR
256	STR
13200	STR
33910	VNTR
-50533	STR
-5419	STR
-44387	VNTR
54549	STR
27484	STR
22169	STR
-77110	STR
16208	STR
2679	STR
-12471	STR
47468	STR
1252	STR
1051	STR
165026	STR
10928	STR
5783	STR
221150	STR
121131	STR
7784	STR
-53045	STR
-17341	STR
17832	STR
37819	STR
188834	STR
42033	STR
-2788	STR
-8703	VNTR
3152	STR
176827	STR
-16450	STR
-10500	STR
180005	STR
1315	STR
20673	STR
-1552	STR
-105165	STR
-63922	VNTR
81627	STR
10447	STR
37354	STR
-51299	STR
26133	STR
69640	STR
5607	STR
12648	STR
-81014	STR
78158	STR
155085	STR
3481	STR
637011	STR
25068	STR
-1262	STR
112855	STR
357969	STR
7287	STR
4931	STR
82916	STR
4915	STR
37444	STR
90	VNTR
11393	STR
-74409	STR
-38845	STR
-23860	STR
-28120	STR
-287809	STR
-33667	STR
156690	STR
103392	STR
-398265	STR
16668	VNTR
15741	STR
-29798	STR
91487	STR
-211705	STR
-33	STR
26504	STR
42959	STR
41366	STR
-26312	STR
10115	STR
1820	STR
34	VNTR
-17037	VNTR
68068	STR
-10761	STR
-1870	STR
-145514	STR
53924	STR
41281	STR
41304	STR
-5855	STR
13725	VNTR
-60662	STR
48040	STR
-83039	STR
-124191	STR
-7098	STR
-17849	STR
-34562	STR
-253	STR
39314	STR
-63765	STR
13153	STR
-28615	STR
-42807	STR
-8217	STR
-62106	STR
-11221	STR
250001	STR
11642	STR
41279	STR
-10276	STR
-92656	STR
-176780	STR
7404	STR
11043	STR
384839	STR
-367671	STR
6800	STR
139995	STR
15387	STR
-50254	STR
-73368	STR
27971	STR
-73205	STR
16768	STR
-159957	STR
-9172	STR
8041	STR
-25596	STR
210848	STR
416	STR
5108	STR
-10922	STR
22040	STR
1397	VNTR
-108657	STR
-20283	STR
31944	STR
-147989	STR
-46602	STR
673478	STR
121924	STR
120128	STR
-63578	STR
57524	STR
-142106	VNTR
156116	STR
-29534	STR
-40530	STR
-3796	STR
-328677	STR
51068	STR
104681	STR
-60075	STR
2750	STR
14354	STR
13021	VNTR
6229	STR
-471632	VNTR
474420	STR
71835	STR
-846	STR
-7304	STR
-128082	STR
25511	VNTR
-10956	STR
-26346	STR
-90940	STR
-4206	STR
-19245	STR
32274	VNTR
22872	STR
-110282	STR
-59998	STR
22801	STR
-4659	STR
-94142	STR
-12669	STR
-23438	STR
-60	VNTR
8631	STR
128273	STR
65727	STR
71711	STR
427232	STR
-170	STR
15	VNTR
290	VNTR
-25708	STR
-59	STR
-27919	STR
-110260	STR
5696	STR
8182	STR
3548	STR
-25343	STR
-49173	STR
-125881	STR
12640	STR
17292	STR
-44736	STR
88968	STR
-38164	STR
-216745	STR
-22191	STR
-229982	STR
33348	VNTR
15998	STR
150880	STR
49728	VNTR
-499686	STR
459478	STR
-122251	STR
765	STR
37014	STR
140842	STR
-64026	STR
19325	VNTR
25193	STR
401322	STR
-38059	STR
-21712	STR
14459	STR
258144	STR
-52200	STR
-38876	STR
137410	STR
8589	STR
10387	VNTR
767	VNTR
-92875	STR
6416	STR
257422	STR
-288471	STR
369654	STR
-108256	STR
-12057	STR
-1640	STR
-17128	VNTR
-15314	STR
-402	STR
-15600	VNTR
-58199	STR
-550	STR
50111	STR
-223652	STR
76963	STR
92891	STR
-32844	STR
59325	STR
-1541	VNTR
-38641	STR
38410	STR
-16347	STR
-15471	STR
116265	STR
5232	STR
-9239	STR
-26493	STR
11597	STR
-47396	STR
7697	STR
-242593	STR
36756	STR
25178	STR
-65911	STR
85958	STR
-4804	STR
60868	STR
17134	STR
69043	STR
8096	STR
-9743	STR
27107	STR
-44551	STR
-11658	STR
-1897	STR
4208	STR
84423	STR
319	VNTR
87756	STR
103828	STR
-1287	STR
16408	STR
5118	STR
74634	STR
167572	STR
86243	STR
12518	STR
-33111	STR
-5869	STR
-133066	STR
-4136	STR
-37857	STR
52485	STR
28843	STR
-202862	STR
-146349	STR
-26948	STR
105414	STR
-103237	STR
-41078	VNTR
4033	STR
152159	STR
-70395	STR
57443	STR
-34048	STR
2175	STR
-2991	STR
22605	STR
-510581	STR
-248223	VNTR
-16073	STR
-62025	STR
-50852	STR
82251	STR
-118104	STR
-4998	STR
97	STR
5206	STR
32712	STR
49007	STR
69837	STR
-41650	STR
-2571	STR
-986	STR
43354	STR
-5859	STR
-22925	STR
17263	STR
336	STR
-754082	STR
46921	STR
13313	STR
-13971	STR
-410	VNTR
-15580	STR
-88	STR
7797	STR
-134267	STR
-12892	STR
-8591	STR
2205	VNTR
80860	STR
-15191	STR
656	STR
-22926	STR
66684	STR
20490	STR
-13990	STR
87008	STR
74422	STR
23013	STR
-18542	STR
171469	STR
9547	STR
-133716	STR
17720	STR
-18476	STR
8006	STR
126507	STR
-7058	STR
-10003	STR
-7685	STR
11109	STR
32	VNTR
445512	STR
-19239	STR
1968	STR
231449	STR
109137	STR
-13508	STR
9961	STR
-46995	STR
28393	STR
20080	STR
370421	STR
614181	STR
-30180	STR
-170388	STR
74403	STR
11148	STR
-5675	STR
-4617	STR
-9455	STR
-77618	STR
38455	STR
-20965	STR
27371	STR
423261	STR
-4991	STR
-47984	STR
-782	STR
4	VNTR
46043	STR
-5493	STR
-2313	STR
108660	STR
29311	STR
-8790	STR
1104	STR
44798	STR
5055	STR
41682	STR
-1238	STR
-2846	VNTR
3383	VNTR
127753	STR
-29345	STR
-3319	STR
238981	STR
-99925	STR
-12229	STR
17669	STR
-664	STR
-25283	STR
-99187	STR
107949	STR
-12162	STR
24374	STR
12335	STR
-12010	STR
9011	STR
-4811	STR
29545	STR
162243	STR
-114821	STR
-84461	STR
3984	STR
-15530	STR
168045	STR
102678	STR
-9807	STR
97325	STR
-41361	STR
-13284	STR
20335	STR
-16538	STR
-25338	STR
-29035	STR
-29649	STR
13618	STR
-53326	STR
-75417	STR
36578	STR
-176470	STR
-916091	STR
-576014	STR
863	STR
5005	STR
33431	STR
24719	STR
2033	STR
-69093	STR
-18571	STR
508680	STR
749514	STR
-786802	STR
1322	STR
122585	STR
12567	STR
114768	STR
-14902	STR
-1977	STR
1964	STR
-1883	STR
-45569	STR
-13403	STR
-6631	STR
-50718	STR
1409	STR
-908042	STR
-41670	STR
-19485	STR
-87353	STR
38398	STR
-88672	STR
-13230	STR
312349	STR
38527	STR
18612	STR
-123148	STR
3059	STR
38452	VNTR
-285001	STR
-60444	STR
19457	STR
-79144	STR
24616	STR
-87833	STR
63436	STR
44546	STR
-12584	STR
35427	STR
-19582	STR
28430	STR
23821	STR
-25588	STR
-33924	STR
81118	STR
-27582	STR
79153	STR
869703	VNTR
42468	STR
515511	STR
98379	STR
174022	VNTR
17717	STR
45941	VNTR
11322	STR
19562	STR
-5789	STR
61243	STR
136936	STR
30344	STR
-122666	STR
-18348	STR
-4555	STR
144353	STR
-3248	STR
6220	STR
30677	STR
-8709	STR
-22000	STR
13323	STR
-50424	STR
-11483	STR
21485	STR
105271	STR
-38938	STR
-30455	STR
-37651	STR
-9950	STR
10981	STR
-17853	VNTR
43371	STR
-21428	STR
14937	STR
22643	VNTR
-638398	STR
-30190	STR
-334181	STR
-94719	STR
231645	STR
33062	STR
843	STR
-39048	STR
-136335	STR
188881	STR
-314682	STR
6165	STR
82468	STR
-44577	STR
19932	STR
-34112	VNTR
14133	STR
-223991	STR
773160	STR
4584	STR
64346	STR
-26001	STR
1417	STR
2045	STR
-29152	STR
-56054	STR
-1453	STR
-13105	STR
-13827	STR
209625	VNTR
8684	STR
51948	STR
-341823	STR
-196838	STR
387593	STR
-133283	STR
1830	STR
10666	STR
-74500	STR
28473	STR
-18700	STR
58821	STR
-53995	STR
-315014	VNTR
104281	STR
62	STR
4531	STR
-23189	STR
-64657	STR
-23	STR
25933	STR
-4738	STR
31856	STR
2535	STR
1895	STR
28116	STR
84649	STR
27911	STR
-61851	STR
8460	STR
52027	STR
-57190	STR
75841	STR
-96442	STR
-13746	STR
-45689	STR
16401	STR
77480	STR
56918	STR
269810	STR
3380	STR
84545	STR
-9901	STR
17338	STR
-91221	VNTR
-4961	STR
93302	STR
15876	STR
73135	STR
-59055	STR
11800	STR
-9164	STR
-14629	STR
-842572	STR
381141	STR
23355	VNTR
28735	STR
-2175	STR
660	STR
-30773	STR
-38790	STR
37933	STR
112317	STR
-159250	STR
-15925	STR
-508973	STR
-97715	STR
-102853	STR
-16408	STR
-41259	STR
281848	STR
-592	STR
24272	STR
65220	STR
-83746	STR
-310452	STR
-564074	STR
-8986	STR
19987	STR
72018	STR
43255	STR
222382	STR
-937	STR
-1509	STR
-3758	STR
-28204	STR
-63591	STR
13615	STR
-445	STR
131777	STR
131378	STR
18043	VNTR
10226	STR
50189	STR
753472	STR
-22253	STR
23196	STR
51517	STR
1111	STR
-26888	STR
30361	STR
-135990	STR
-142262	STR
108079	STR
-6330	STR
-263860	STR
-95575	STR
25208	STR
29113	STR
-15289	STR
34	VNTR
13776	STR
109077	STR
-11528	STR
94019	STR
58442	STR
-52397	STR
-63311	STR
-3252	STR
-30137	STR
-8898	STR
-57390	STR
-166858	STR
10762	STR
3024	STR
43776	STR
-45656	VNTR
124493	STR
159107	VNTR
189983	STR
24074	STR
9092	STR
232940	STR
-44263	STR
13099	STR
11160	STR
-12408	STR
3877	STR
60437	STR
38891	STR
-21558	STR
34981	STR
-63470	VNTR
21934	STR
-23957	STR
13384	STR
119265	STR
-42720	STR
37718	STR
30538	STR
-191533	STR
-53597	STR
288973	STR
-79572	STR
-74592	STR
6398	STR
42604	STR
49018	STR
-70176	STR
104228	STR
30714	STR
59764	STR
13389	STR
14123	STR
-701656	STR
17172	STR
8316	STR
180040	STR
-105859	STR
-50854	STR
-457	VNTR
3800	STR
3892	STR
-466226	STR
5556	STR
24734	STR
-41010	STR
-13357	STR
-131549	STR
-20698	STR
-34701	STR
8446	STR
-22588	STR
25807	STR
179735	STR
-110043	STR
-58035	STR
-14276	STR
56552	STR
-609027	STR
803557	STR
3217	STR
44265	STR
-28558	STR
41826	STR
9910	STR
-32040	STR
18857	STR
-152050	STR
-1006	STR
-14591	STR
70421	STR
-7323	STR
244654	STR
7313	STR
-49459	STR
-20727	STR
164308	STR
56121	STR
93046	STR
-12384	STR
947823	STR
-241286	STR
-304706	STR
53405	VNTR
-12055	STR
-123696	STR
-20619	VNTR
-3647	STR
50221	STR
98456	STR
4221	STR
-7723	STR
108872	STR
15926	STR
-54349	STR
135583	STR
-319874	STR
-303085	STR
564428	STR
-18484	STR
3340	STR
-469351	STR
221163	STR
-40433	STR
72193	STR
365	STR
389199	STR
-42824	STR
35512	STR
-5248	STR
157600	VNTR
367744	STR
-7206	STR
1595	STR
-50704	STR
1542	STR
23981	STR
296956	STR
-296202	STR
-17051	STR
-16639	STR
-2438	STR
76136	STR
112327	STR
1849	STR
-125613	STR
-626121	STR
114734	STR
25519	STR
-338	STR
-68298	STR
-7597	STR
-124156	STR
2121	STR
14748	STR
-55667	STR
19135	STR
-318549	STR
29188	VNTR
59284	STR
157179	STR
29375	STR
-232	STR
17108	STR
-3123	STR
-7269	STR
-8384	STR
164720	STR
-3839	STR
188135	STR
-62148	STR
-6200	STR
8820	VNTR
11811	STR
65655	STR
21992	STR
-12214	STR
50642	STR
126882	STR
7796	STR
11021	STR
-92612	STR
6000	STR
-66259	STR
21202	STR
-53242	STR
-4309	STR
-13950	STR
-22611	STR
7586	STR
-23304	STR
-52275	STR
71231	STR
13726	STR
410	STR
1492	VNTR
19357	STR
472	STR
-12385	STR
19466	STR
272570	STR
-107085	STR
-18359	STR
147647	STR
-437496	STR
208703	STR
40644	STR
-30914	VNTR
159632	STR
12133	STR
-13846	STR
-15512	STR
219991	STR
27117	STR
102276	STR
18355	STR
4778	STR
-20150	STR
15480	STR
-311	STR
56064	STR
-8833	STR
28261	STR
123923	STR
102976	STR
53710	STR
-70275	STR
-29500	STR
-54349	STR
-97314	STR
-10979	STR
-35283	STR
314495	STR
70963	STR
45090	VNTR
29147	STR
-6305	STR
-38426	STR
174052	STR
-47182	STR
212769	STR
31434	STR
-45602	STR
23475	STR
-21864	STR
83143	STR
45555	STR
27141	VNTR
-21234	STR
-44080	STR
-92075	STR
-19503	STR
135227	STR
-178998	STR
10142	STR
-303731	STR
-5562	STR
-315174	VNTR
22999	STR
-43673	STR
138674	STR
-33028	STR
-992276	STR
-29084	STR
-172695	STR
-8173	VNTR
-31202	STR
98261	STR
147363	STR
854952	STR
-38659	STR
-31237	STR
65990	STR
124511	STR
-80380	STR
13199	STR
-72710	STR
-8558	STR
41429	STR
40382	STR
56988	STR
-363475	STR
-165012	STR
4340	VNTR
79087	VNTR
25495	STR
-2630	STR
-16225	STR
-7082	STR
-104763	STR
17805	STR
130459	STR
2273	STR
-567511	STR
5791	STR
-81816	STR
-35100	STR
3699	STR
-1674	STR
93	VNTR
36823	STR
131336	STR
-6327	STR
-923	STR
-70253	STR
-184338	STR
12595	STR
143971	STR
32041	STR
-758956	STR
65078	STR
-4148	STR
62173	STR
88722	STR
-135672	STR
-13846	STR
61717	STR
-204324	STR
42489	STR
-13962	STR
16647	STR
7925	STR
-32028	STR
9359	STR
-2621	STR
4600	STR
49402	STR
123518	STR
-33065	STR
-21006	STR
-3792	STR
-91520	STR
5042	STR
-38163	STR
-33289	STR
-240928	STR
-195443	STR
-6176	STR
-77977	STR
156355	VNTR
1120	STR
44904	STR
26145	STR
6413	STR
823144	STR
2139	STR
-208185	STR
-40265	STR
-83138	STR
7332	STR
17393	STR
-2464	STR
33219	STR
-60281	STR
-2297	STR
-6402	STR
-86874	STR
-555582	STR
-9154	STR
-8463	STR
-13646	VNTR
-32958	STR
149	STR
19791	STR
-234747	STR
-28077	VNTR
-43108	STR
-56006	STR
11127	STR
-71884	VNTR
-8439	STR
-123908	STR
14792	STR
-301892	STR
26937	STR
-20570	STR
3454	STR
-81926	STR
-6146	STR
595812	STR
-75534	STR
-85000	STR
19879	STR
-17834	STR
-13671	STR
-1892	VNTR
41049	STR
573948	STR
-433162	STR
-9208	STR
52783	STR
-149602	STR
231395	STR
779893	STR
-19429	STR
192474	STR
-2107	STR
-296888	STR
11329	STR
-947376	VNTR
56975	STR
-21702	STR
585056	STR
-162083	STR
-73957	STR
4189	STR
4561	STR
29145	STR
29291	STR
-548132	VNTR
41337	STR
127687	STR
-36419	STR
8839	STR
-32901	STR
45580	STR
25296	STR
-45642	STR
55089	STR
-11343	STR
36646	VNTR
-21903	STR
-66	STR
14868	STR
65463	STR
-99899	VNTR
-2757	STR
-24957	STR
-2063	STR
-55771	STR
-15459	STR
-218111	STR
-5641	STR
2196	STR
-10237	STR
-82985	STR
783317	STR
17181	STR
-644765	STR
62201	STR
-14362	STR
12130	STR
159120	VNTR
6256	STR
20	STR
-91408	STR
7502	STR
820897	STR
97467	STR
-62760	STR
-758387	STR
-3108	VNTR
3909	VNTR
21377	STR
-39486	STR
-27478	STR
-231349	STR
-19542	STR
23356	STR
-66813	VNTR
11773	STR
911456	STR
55081	STR
164033	STR
-17109	STR
45411	STR
-374263	STR
-38680	STR
60856	STR
-53687	STR
6668	STR
15648	STR
-19239	STR
-77453	STR
-33338	VNTR
-14324	STR
-35374	STR
270326	STR
-1045	VNTR
-14010	STR
-41059	STR
27613	STR
-31042	STR
-214436	STR
698728	STR
47158	STR
33564	STR
10902	STR
313530	STR
2121	STR
228699	STR
-7746	STR
-246688	STR
38164	STR
63224	STR
11022	STR
15769	STR
2623	STR
3779	STR
177579	STR
63659	STR
781229	STR
10571	STR
-7657	STR
-456	STR
10653	STR
35528	STR
232094	STR
79903	STR
103287	STR
-88152	STR
6028	STR
-6628	STR
119460	STR
-75566	STR
-696363	STR
315	STR
366854	STR
-208971	STR
45428	STR
-6199	VNTR
-33749	STR
55960	STR
87338	VNTR
831821	STR
18049	STR
112316	STR
-2306	STR
41641	STR
-121871	STR
-196511	STR
180181	STR
12057	STR
373155	STR
10193	STR
-15314	STR
47822	STR
-87351	STR
16367	STR
75	STR
120248	STR
5185	VNTR
-36110	STR
-13417	VNTR
2020	STR
-546461	STR
-124689	STR
18831	STR
46424	STR
-128982	STR
29396	STR
39510	STR
45400	STR
-33341	STR
-47537	STR
-185972	STR
-2320	STR
-25261	STR
70231	STR
14862	STR
1	VNTR
-33778	STR
-9236	STR
-172258	STR
54202	STR
10654	STR
-41130	STR
-3789	STR
12409	STR
-19339	STR
-20450	STR
315362	STR
99611	VNTR
14844	STR
-7847	STR
-153	STR
28179	STR
72713	STR
-1910	STR
-7967	STR
216	VNTR
69282	STR
-1978	STR
-14421	STR
27444	STR
-20825	STR
98577	STR
-54535	STR
-13946	STR
-91961	STR
257461	STR
431439	STR
509	VNTR
-179325	STR
-34149	STR
17777	STR
-17418	STR
-576341	STR
121455	STR
-63556	STR
-708399	STR
-73174	STR
57256	STR
-31432	STR
825736	STR
41994	VNTR
139935	STR
-12316	STR
84272	STR
1948	STR
-92962	STR
-186414	STR
1865	STR
227975	STR
9883	STR
53981	STR
70845	STR
14841	STR
230441	STR
-99177	STR
-10826	STR
-1078	STR
308112	STR
-57174	STR
-2257	STR
372804	STR
-55948	STR
318422	STR
-19364	STR
-35263	STR
-183458	STR
12411	STR
126688	STR
-91432	STR
1096	STR
-179740	STR
-60307	STR
1380	STR
22679	STR
-28784	STR
669869	STR
149478	STR
19360	STR
-33915	STR
-64476	STR
-52563	STR
21144	STR
-189030	STR
-46574	STR
885	STR
-904241	STR
5426	STR
11111	STR
-21653	STR
-22036	STR
5763	VNTR
-331165	STR
64437	STR
4219	VNTR
125069	STR
416852	STR
-28948	STR
2388	STR
-194452	STR
10381	STR
387970	STR
35578	STR
-23459	STR
34415	STR
31	VNTR
42534	STR
65199	STR
16002	STR
-279349	VNTR
-50030	STR
66647	STR
-48224	STR
-44489	STR
358388	STR
-23893	VNTR
920	STR
40860	STR
-13192	STR
-4461	STR
-342237	STR
5905	STR
113000	STR
40083	STR
-106679	STR
-20809	STR
27301	STR
92909	STR
10353	STR
-26741	STR
-9161	VNTR
-11193	STR
-6402	STR
-204668	STR
-9863	STR
-61291	STR
205250	STR
-526	STR
68712	STR
7753	STR
100611	STR
3461	STR
-64148	STR
41963	STR
-42575	STR
-36012	STR
-453	STR
-11939	STR
20437	STR
-14385	STR
122593	STR
234805	VNTR
-333477	STR
25548	STR
34376	STR
275538	STR
-22598	STR
-137306	STR
-80407	STR
32752	STR
-421700	STR
19388	STR
18874	STR
37647	STR
163738	STR
-478140	STR
-15946	STR
-209687	STR
39748	STR
94300	STR
2738	STR
-33864	STR
-73013	STR
-143830	STR
-296885	STR
2795	STR
6946	STR
-48224	STR
28695	STR
62240	STR
-429113	STR
23847	STR
-10401	STR
40128	STR
97812	STR
-8277	STR
-861087	STR
-118936	STR
20124	STR
-4566	STR
-72	STR
112143	STR
693000	STR
-1549	STR
25692	STR
16172	STR
30423	VNTR
-4236	STR
99518	STR
14282	STR
-60878	STR
142642	STR
12160	STR
6709	STR
76645	STR
48633	STR
-3123	STR
-50914	STR
21687	STR
-6143	STR
68559	STR
853	STR
42113	STR
28492	STR
44965	STR
1659	STR
-47437	STR
13966	STR
2784	STR
-73527	STR
-32943	STR
44710	STR
-724784	STR
-17736	STR
560462	STR
-8118	STR
209219	STR
70165	STR
-11673	STR
3788	STR
-7768	STR
2562	STR
163170	STR
33780	STR
-710600	STR
-41796	STR
29905	STR
-761215	STR
-49353	STR
-45400	STR
-61015	STR
-105823	STR
-84826	STR
-346166	VNTR
33772	STR
27	VNTR
14788	STR
-275953	STR
-1553	STR
58829	STR
-5408	STR
-19189	STR
-9795	STR
22335	VNTR
191713	STR
452555	STR
289024	STR
-376034	STR
-206675	STR
-144866	STR
-1008	STR
53858	STR
76652	STR
4058	STR
-23639	STR
488814	STR
-9424	STR
16091	VNTR
-23375	STR
-143597	STR
-19053	STR
790	STR
11052	STR
-17120	STR
10208	STR
-86799	STR
99169	STR
-60277	STR
-50884	VNTR
107119	STR
447	STR
5255	STR
-38590	STR
-4427	STR
-228125	STR
305473	VNTR
7404	STR
-10942	STR
-3100	STR
47907	STR
-33219	STR
172453	STR
-47796	STR
